ITEM,VALUE,TYPE,CATEGORY,CREATED_AT
Es Mangga,8000,0,0,2018-12-23 18:19:57
Mengunjungi Pantai,30000,2,0,2014-05-07 03:13:09
Soda Lemon,10000,0,0,2021-08-30 21:17:27
Rujak Cingur,20000,0,0,2020-06-14 21:35:39
Bajigur,8000,0,0,2012-07-07 12:12:50
Air Kelapa,10000,0,0,2022-05-13 10:04:15
Sop Ayam,20000,0,0,2020-03-26 18:33:34
Bir Pletok,12000,0,0,2006-10-02 08:22:17
Es Doger,12000,0,0,2018-01-31 21:15:43
Mie Goreng,18000,0,0,2001-08-28 04:32:21
Royalti,2000000,10,1,2005-04-09 21:34:31
Beli Obat,100000,3,0,2006-09-27 04:18:34
Taksi,50000,1,0,2017-12-24 16:36:13
Es Krim,10000,0,0,2003-05-12 07:32:40
Jus Markisa,15000,0,0,2014-12-30 07:47:21
Becak,10000,1,0,2003-11-18 10:25:28
Es Buah,15000,0,0,2008-10-26 04:09:12
Kopi Susu,12000,0,0,2010-05-11 16:32:37
Warnet,15000,2,0,2010-09-15 22:44:06
Ikan Asin,10000,0,0,2014-02-16 09:09:10
Kopi Luwak,50000,0,0,2021-02-28 20:32:14
Sop Kambing,30000,0,0,2003-10-01 23:28:44
Mendaki Gunung,75000,2,0,2012-12-29 23:40:08
Pecel Lele,20000,0,0,2020-04-15 20:46:03
Soto Ayam,18000,0,0,2013-04-07 09:59:37
Konsultasi,250000,3,0,2021-11-24 15:29:35
Royalti,2000000,10,1,2009-03-21 22:18:37
Es Susu Coklat,8000,0,0,2000-07-08 20:40:07
Es Campur,15000,0,0,2015-11-07 13:14:52
Es Cincau,7000,0,0,2007-02-26 19:47:14
Jus Jeruk,8000,0,0,2013-09-01 23:04:49
Jus Melon,15000,0,0,2009-03-31 09:27:57
Mengunjungi Museum,25000,2,0,2005-08-06 00:07:07
Kopi Luwak,50000,0,0,2020-02-10 21:10:42
Kopi Gayo,15000,0,0,2006-09-12 20:28:43
Jus Tomat,8000,0,0,2006-05-29 19:41:23
Beli Obat,100000,3,0,2021-09-29 02:57:36
Sop Iga,35000,0,0,2005-02-17 22:30:30
MRT,15000,1,0,2000-05-10 12:15:30
Nasi Goreng Kambing,25000,0,0,2017-11-19 02:42:00
Es Susu,7000,0,0,2004-04-02 04:52:05
Kopi Toraja,15000,0,0,2021-11-07 19:39:17
Es Mangga Muda,10000,0,0,2017-01-03 02:26:32
Jus Belimbing,15000,0,0,2020-12-26 11:32:04
Air Kelapa,10000,0,0,2002-12-18 20:13:33
Sate Ayam,25000,0,0,2014-01-10 17:07:54
Es Kopi,12000,0,0,2002-05-06 22:41:11
Susu Kambing,15000,0,0,2009-02-21 07:12:45
Soda Jeruk,10000,0,0,2010-08-16 02:05:20
Pecel Lele,20000,0,0,2000-01-15 12:05:58
Pecel Lele,20000,0,0,2000-05-24 03:19:37
Bajigur,8000,0,0,2001-08-09 08:25:33
Sambal Matah,10000,0,0,2017-09-24 02:13:16
Teh Hitam,7000,0,0,2003-07-01 08:56:26
Jus Buah,15000,0,0,2004-04-13 05:56:59
Mengunjungi Konser Musik,200000,2,0,2010-07-22 03:28:31
Soto Mie,20000,0,0,2002-11-08 03:24:09
Es Kopi Susu,12000,0,0,2017-01-03 00:43:31
Gulai Kambing,35000,0,0,2018-02-06 23:33:54
Teh Jahe,7000,0,0,2012-08-24 09:36:04
Sop Kambing,30000,0,0,2015-03-15 23:07:22
Empal Gentong,30000,0,0,2004-06-13 05:38:47
Gulai Ikan,25000,0,0,2006-06-06 06:49:47
Becak,10000,1,0,2008-12-10 21:32:33
Bakmi Jawa,20000,0,0,2001-10-01 00:12:07
Beli Obat,100000,3,0,2014-03-12 19:00:59
Pecel,15000,0,0,2001-11-19 12:09:10
Membeli Buku,100000,2,0,2012-03-21 02:53:17
Royalti,2000000,10,1,2002-07-03 10:08:57
Es Goyobod,10000,0,0,2013-01-27 23:09:28
Menghadiri Festival Budaya,50000,2,0,2000-11-27 06:57:31
Nasi Padang,25000,0,0,2005-05-30 11:48:59
Es Jeruk Bali,10000,0,0,2021-02-22 01:10:05
Air Lemon,7000,0,0,2001-05-12 06:58:57
Gulai Ikan,25000,0,0,2001-09-29 15:17:24
Es Cincau,7000,0,0,2016-04-18 17:00:10
Tahu Sumedang,10000,0,0,2021-12-02 02:53:11
Wedang Jahe,8000,0,0,2000-06-30 06:45:33
Udang Balado,35000,0,0,2023-04-17 03:45:57
Susu,7000,0,0,2008-04-21 08:29:55
LRT,15000,1,0,2023-09-08 23:47:42
Lumpia Semarang,15000,0,0,2010-06-17 15:20:46
Coto Makassar,25000,0,0,2013-01-20 04:51:46
Nasi Padang,25000,0,0,2000-02-15 04:15:33
Bajaj,20000,1,0,2013-08-18 02:00:04
Air Jahe,7000,0,0,2022-11-27 09:11:42
Rujak Manis,15000,0,0,2017-01-06 07:00:50
Nasi Pecel,15000,0,0,2010-12-16 23:35:21
Es Krim,10000,0,0,2002-04-04 15:42:15
Taksi,50000,1,0,2018-01-27 13:38:51
Es Cendol,7000,0,0,2018-05-12 09:44:12
Bermain di Waterpark,100000,2,0,2022-04-16 18:33:18
Membeli Buku,100000,2,0,2012-02-24 00:07:06
Ayam Taliwang,30000,0,0,2023-06-06 04:28:32
Es Kopi Susu,12000,0,0,2020-02-01 10:12:51
Teh Jahe,7000,0,0,2013-05-19 02:52:27
Bebek Goreng,30000,0,0,2004-04-09 16:18:23
Berbelanja di Mall,200000,2,0,2009-05-15 18:28:24
Nasi Goreng Kambing,25000,0,0,2014-06-14 13:58:26
Coto Makassar,25000,0,0,2015-02-14 20:31:34
Es Leci,10000,0,0,2011-11-02 14:55:30
Ayam Penyet,20000,0,0,2016-07-24 05:30:31
Hangout,50000,2,0,2000-03-18 05:22:32
Nasi Gudeg,20000,0,0,2003-04-17 06:17:31
Soto Bandung,25000,0,0,2004-02-08 04:09:09
Es Timun Suri,8000,0,0,2018-09-01 13:56:43
Es Campur,15000,0,0,2020-11-20 17:33:57
Sate Sapi,30000,0,0,2001-01-31 05:29:46
Bebek Betutu,35000,0,0,2009-08-18 12:22:15
Mengunjungi Kebun Binatang,50000,2,0,2006-07-28 10:49:01
Es Pisang Ijo,15000,0,0,2016-07-09 02:42:03
Sambal Terasi,10000,0,0,2020-12-09 10:49:56
Es Buah,15000,0,0,2012-01-06 02:03:27
Bajigur,8000,0,0,2015-12-30 07:49:28
Es Susu Vanilla,8000,0,0,2022-12-19 02:37:00
Nasi Kucing,10000,0,0,2017-01-05 09:44:17
Kopi Gayo,15000,0,0,2023-08-23 18:51:28
Siomay,20000,0,0,2016-09-11 09:46:00
Bajaj,20000,1,0,2005-07-12 09:58:10
Sayur Lodeh,15000,0,0,2010-10-28 04:35:04
Kolak,15000,0,0,2003-01-24 10:22:06
Ikan Pepes,25000,0,0,2020-10-30 08:32:32
Berbelanja di Mall,200000,2,0,2016-01-08 02:44:52
Susu Kambing,15000,0,0,2022-02-18 08:06:07
Nasi Bebek,25000,0,0,2017-08-21 09:51:41
Sambal Matah,10000,0,0,2019-03-28 20:11:07
Sate Lilit,30000,0,0,2008-03-19 04:10:05
Teh Merah,7000,0,0,2000-10-12 13:31:23
Es Pepaya,10000,0,0,2019-04-08 09:16:15
Soda Apel,10000,0,0,2012-09-14 15:12:11
Membeli Buku,100000,2,0,2023-01-15 06:17:34
Teh Sereh,7000,0,0,2015-03-29 10:28:13
Gulai Ikan,25000,0,0,2010-09-29 15:14:08
Soto Mie,20000,0,0,2001-03-16 08:34:20
Air Lemon,7000,0,0,2000-02-12 20:17:47
Soto Ayam,18000,0,0,2007-05-12 01:44:20
Bubur Ayam,15000,0,0,2017-03-01 08:13:13
Soda Susu,10000,0,0,2023-03-27 14:44:19
LRT,15000,1,0,2014-02-26 07:30:15
Es Blewah,8000,0,0,2000-03-29 23:11:53
Beli Obat,100000,3,0,2015-12-11 03:53:36
Es Doger,12000,0,0,2015-03-01 03:21:45
Capcay,20000,0,0,2014-03-24 14:11:41
Es Semangka,8000,0,0,2004-10-10 06:46:52
Jus Buah Naga,15000,0,0,2022-02-17 09:29:47
Bajaj,20000,1,0,2005-02-14 19:48:20
Es Apel,8000,0,0,2010-09-20 06:17:27
Beli Obat,100000,3,0,2013-06-13 02:18:06
Opor Ayam,20000,0,0,2023-07-28 02:43:46
Soto Padang,25000,0,0,2019-07-12 10:48:01
Ikan Asin,10000,0,0,2010-01-18 03:17:36
Lumpia Semarang,15000,0,0,2009-02-02 01:55:38
Sewa Properti,5000000,10,1,2015-10-05 05:59:52
Es Pisang Ijo,15000,0,0,2000-07-02 12:42:17
Es Pepaya,10000,0,0,2006-01-03 10:45:09
Rujak Manis,15000,0,0,2013-03-26 18:05:45
Es Mangga Muda,10000,0,0,2009-07-10 05:11:37
Air Tebu,5000,0,0,2010-06-22 01:43:34
Sambal Goreng,15000,0,0,2003-04-09 16:08:21
Es Pisang Ijo,15000,0,0,2013-04-03 20:49:23
Asuransi Kesehatan,150000,4,0,2010-07-11 12:33:49
Kopi Hitam,10000,0,0,2008-11-13 11:35:56
Bakso Malang,20000,0,0,2009-02-01 12:12:20
Nasi Bebek,25000,0,0,2016-03-24 18:28:21
Beli Obat,100000,3,0,2015-07-11 02:06:32
Sate Madura,25000,0,0,2021-12-09 16:57:08
Soda Susu,10000,0,0,2001-03-02 06:03:16
Es Lidah Buaya,10000,0,0,2018-11-10 17:59:50
Soda Susu,10000,0,0,2018-01-24 16:44:09
Teh Hitam,7000,0,0,2017-08-08 23:27:26
Susu Jahe,8000,0,0,2002-06-19 00:16:58
Soto Mie,20000,0,0,2014-04-01 12:33:23
Susu Jahe,8000,0,0,2020-09-12 16:04:57
Es Goyobod,10000,0,0,2002-09-10 17:37:07
Kopi Hitam,10000,0,0,2002-11-22 03:41:41
Bioskop,50000,2,0,2004-01-22 13:32:41
Mendaki Gunung,75000,2,0,2016-11-12 06:17:32
Es Apel,8000,0,0,2012-09-16 17:06:42
Air Lemon,7000,0,0,2014-03-05 21:38:29
Es Cincau,7000,0,0,2016-07-07 07:37:24
Coto Makassar,25000,0,0,2019-08-23 09:51:39
Bakmi Jawa,20000,0,0,2006-12-14 11:58:44
Beli Obat,100000,3,0,2004-12-27 02:50:08
Sate Padang,25000,0,0,2015-12-15 12:02:18
Nasi Kebuli,30000,0,0,2006-04-10 13:04:37
Ketoprak,15000,0,0,2015-01-12 12:32:18
Ikan Pepes,25000,0,0,2010-10-18 05:49:29
Coto Makassar,25000,0,0,2016-12-12 06:34:08
Tumis Kangkung,15000,0,0,2009-01-21 17:23:33
Lumpia Semarang,15000,0,0,2019-01-05 23:52:18
Mie Goreng,18000,0,0,2016-06-15 04:03:35
Ikan Bakar,30000,0,0,2009-05-23 16:57:34
Sambal Terasi,10000,0,0,2000-02-10 21:19:45
Sambal Matah,10000,0,0,2005-05-06 04:48:16
Bajigur,8000,0,0,2023-08-10 10:20:54
Es Teh,5000,0,0,2001-10-17 02:23:32
Beli Obat,100000,3,0,2000-09-07 05:39:45
Es Selasih,10000,0,0,2023-06-04 11:48:30
Es Cincau,7000,0,0,2007-05-31 10:19:55
Teh Putih,9000,0,0,2004-09-29 09:08:37
Beli Obat,100000,3,0,2020-07-12 22:26:50
Becak,10000,1,0,2000-06-29 03:01:44
Es Susu,7000,0,0,2008-10-18 17:51:24
Soda Apel,10000,0,0,2021-05-13 15:36:49
Es Kopi,12000,0,0,2014-11-06 23:58:34
Pempek,20000,0,0,2005-10-30 03:22:48
Bajaj,20000,1,0,2000-10-24 19:01:26
Mie Tek-Tek,15000,0,0,2017-07-28 04:56:46
Nasi Bebek,25000,0,0,2021-12-24 08:59:49
Pecel,15000,0,0,2009-02-21 04:20:45
Es Susu Kedelai,6000,0,0,2005-08-14 09:47:49
Nasi Padang,25000,0,0,2013-06-30 08:11:22
Dividen Saham,3000000,10,1,2020-10-30 18:26:15
Hangout,50000,2,0,2022-12-28 08:27:51
Es Cincau,7000,0,0,2009-05-03 15:21:47
Bandeng Presto,25000,0,0,2002-09-22 13:51:25
Es Nangka,10000,0,0,2016-05-17 09:26:29
Susu,7000,0,0,2023-11-23 23:10:28
Kolak,15000,0,0,2000-03-03 20:33:37
Susu Jahe,8000,0,0,2004-07-24 17:01:49
Jus Jambu,15000,0,0,2019-03-19 15:36:46
Es Kopyor,15000,0,0,2011-01-16 09:13:59
Tongseng,30000,0,0,2015-04-01 22:48:00
MRT,15000,1,0,2013-04-24 11:02:53
Bebek Betutu,35000,0,0,2005-12-04 16:14:44
Sayur Asem,15000,0,0,2002-07-27 10:56:59
Kerak Telor,20000,0,0,2009-09-18 13:34:07
Tongseng,30000,0,0,2011-10-04 01:08:43
Tahu Gejrot,10000,0,0,2005-12-28 11:53:37
Beli Obat,100000,3,0,2014-12-31 00:03:56
Jus Semangka,15000,0,0,2000-06-01 15:57:41
Jus Mangga,15000,0,0,2010-02-28 05:07:46
Nasi Liwet,25000,0,0,2018-05-20 09:34:02
Mie Aceh,20000,0,0,2014-03-28 05:56:18
Beli Obat,100000,3,0,2007-11-12 10:53:15
Kolak,15000,0,0,2009-07-26 10:09:31
Ikan Goreng,20000,0,0,2017-02-16 11:52:57
Sambal Terasi,10000,0,0,2015-10-10 02:01:28
Bermain di Waterpark,100000,2,0,2022-01-14 21:04:16
Es Cincau,7000,0,0,2018-05-04 22:01:15
Teh Sereh,7000,0,0,2001-12-19 03:25:58
Berkemah,50000,2,0,2010-06-07 19:58:16
Nasi Kucing,10000,0,0,2007-09-20 06:22:16
Becak,10000,1,0,2001-06-25 18:12:44
Sate Maranggi,30000,0,0,2009-04-12 22:04:56
Es Kolang Kaling,8000,0,0,2001-07-05 12:54:53
Es Jeruk Bali,10000,0,0,2023-05-30 19:37:14
Taksi,50000,1,0,2017-04-16 07:53:12
Nasi Kuning,15000,0,0,2008-08-23 10:02:59
Bakmi Jawa,20000,0,0,2001-01-03 08:21:01
Tahu Sumedang,10000,0,0,2018-10-06 05:52:45
Soda Gembira,10000,0,0,2008-02-21 16:15:11
Kopi Hitam,10000,0,0,2007-02-17 17:34:54
Teh Hitam,7000,0,0,2015-08-18 19:46:53
Sop Iga,35000,0,0,2016-01-29 21:38:21
Kopi Gayo,15000,0,0,2003-06-08 06:05:20
Beli Obat,100000,3,0,2019-03-17 08:11:18
Ikan Goreng,20000,0,0,2018-03-03 20:28:56
Mengunjungi Museum,25000,2,0,2013-10-20 08:50:51
Angkot,5000,1,0,2015-05-21 07:04:48
Ayam Bakar,25000,0,0,2007-02-25 07:19:54
Rujak Manis,15000,0,0,2009-08-26 20:14:45
Nasi Liwet,25000,0,0,2002-02-22 13:58:34
Siomay,20000,0,0,2020-06-06 03:06:52
Air Jahe,7000,0,0,2015-02-26 00:21:16
Soda Lemon,10000,0,0,2009-12-11 17:30:50
Es Melon,8000,0,0,2006-07-26 01:46:52
Sate Madura,25000,0,0,2023-11-20 21:08:43
Rendang,30000,0,0,2013-12-02 13:00:01
Teh Jahe,7000,0,0,2004-09-20 18:55:57
Asinan Betawi,15000,0,0,2020-12-01 02:45:51
Teh Manis,5000,0,0,2009-05-10 07:04:07
Beli Obat,100000,3,0,2016-12-01 19:16:10
Es Susu Kedelai,6000,0,0,2001-10-07 19:29:18
Jus Stroberi,15000,0,0,2001-02-01 06:23:53
Teh Merah,7000,0,0,2003-06-01 00:03:08
Es Sarang Burung,12000,0,0,2012-05-04 15:08:03
Es Kolang Kaling,8000,0,0,2002-09-28 11:40:19
Mengikuti Kegiatan Komunitas,20000,2,0,2000-10-11 18:48:30
Bakmi Jawa,20000,0,0,2006-08-03 19:22:29
Es Cincau,7000,0,0,2019-07-07 08:05:19
Berbelanja di Mall,200000,2,0,2009-12-04 18:20:50
Opor Ayam,20000,0,0,2004-11-23 16:07:45
Sate Lilit,30000,0,0,2003-05-19 19:43:21
Es Kopi Susu,12000,0,0,2015-07-07 01:27:26
Es Terong Belanda,10000,0,0,2006-01-03 21:44:07
Es Mangga,8000,0,0,2014-12-17 22:30:33
Jus Nanas,15000,0,0,2013-11-22 20:28:10
Berkemah,50000,2,0,2014-07-06 10:14:41
Mengikuti Kelas atau Workshop,100000,2,0,2022-10-26 11:45:11
Bir Pletok,12000,0,0,2006-11-07 06:44:31
Sop Kambing,30000,0,0,2014-04-08 09:54:07
Es Pepaya,10000,0,0,2000-10-27 10:00:36
Bir Pletok,12000,0,0,2003-06-01 16:21:14
Es Campur,15000,0,0,2004-10-09 05:06:21
Bebek Goreng,30000,0,0,2015-09-20 08:50:00
Asuransi Kendaraan,300000,4,0,2010-04-18 13:24:10
Soto Kudus,20000,0,0,2009-03-22 21:08:38
Jus Jeruk,8000,0,0,2022-02-01 13:15:01
Sop Kambing,30000,0,0,2006-11-08 20:57:57
Lumpia Semarang,15000,0,0,2020-09-15 21:14:35
Kopi Hitam,10000,0,0,2003-03-22 10:01:36
Sayur Asem,15000,0,0,2021-03-13 20:14:52
Nasi Pecel,15000,0,0,2009-07-11 01:08:10
Teh Jahe,7000,0,0,2008-04-12 09:05:27
Kepiting Saus Padang,40000,0,0,2023-12-15 02:15:32
Dividen Saham,3000000,10,1,2011-05-26 23:14:17
Ayam Goreng,25000,0,0,2003-05-01 01:21:46
Nasi Kucing,10000,0,0,2002-06-01 22:57:18
Es Teler,15000,0,0,2012-09-05 12:38:01
Teh Tarik,8000,0,0,2022-07-26 20:39:06
Kerak Telor,20000,0,0,2014-07-03 09:02:02
Es Pala,8000,0,0,2023-05-06 13:41:42
Sambal Terasi,10000,0,0,2020-11-24 00:35:54
Bajigur,8000,0,0,2008-02-22 16:23:17
Air Jeruk Nipis,7000,0,0,2020-11-18 23:25:01
Air Jeruk Nipis,7000,0,0,2002-08-14 03:39:57
Jus Semangka,15000,0,0,2000-01-12 02:00:40
Air Jahe,7000,0,0,2022-11-25 18:36:50
Asuransi Kendaraan,300000,4,0,2005-08-21 23:09:34
Sate Lilit,30000,0,0,2015-05-24 09:00:27
Soto Bandung,25000,0,0,2023-07-18 07:36:32
Bajaj,20000,1,0,2015-05-15 06:00:14
Nasi Kucing,10000,0,0,2023-07-31 00:15:03
Nasi Liwet,25000,0,0,2018-08-17 21:40:14
Es Teler,15000,0,0,2017-02-03 10:12:20
Es Cincau,7000,0,0,2016-02-16 11:13:46
Nasi Kuning,15000,0,0,2019-12-07 07:01:46
MRT,15000,1,0,2015-10-14 10:03:59
Es Krim,10000,0,0,2005-11-20 23:18:34
Konsultasi,250000,3,0,2021-05-01 11:37:23
Jus Belimbing,15000,0,0,2005-08-13 09:56:45
Teh Hijau,5000,0,0,2017-03-09 02:22:49
Es Krim,10000,0,0,2000-03-25 19:42:04
Jus Buah Naga,15000,0,0,2010-10-18 11:26:12
Jus Wortel,8000,0,0,2013-01-12 23:50:33
Sop Ayam,20000,0,0,2014-10-17 19:54:03
Sambal Terasi,10000,0,0,2001-11-15 12:41:28
Ayam Penyet,20000,0,0,2019-09-26 23:34:04
Es Lidah Buaya,10000,0,0,2001-03-18 22:14:20
Bermain di Waterpark,100000,2,0,2002-08-11 01:57:19
Berbelanja di Mall,200000,2,0,2001-05-18 01:39:59
Nasi Pecel,15000,0,0,2017-04-17 18:58:23
Beli Obat,100000,3,0,2017-12-05 00:46:26
Es Kopi,12000,0,0,2000-08-16 08:29:39
Es Mangga Muda,10000,0,0,2010-12-07 17:29:10
Beli Obat,100000,3,0,2021-04-07 21:19:15
Mie Kocok,20000,0,0,2020-01-09 23:10:51
Sop Buntut,40000,0,0,2004-12-15 04:59:07
Mengikuti Kegiatan Komunitas,20000,2,0,2008-09-25 12:05:21
Susu Sapi,8000,0,0,2009-12-27 12:21:14
Sate Ayam,25000,0,0,2006-07-14 22:54:08
Es Kelapa,10000,0,0,2006-08-08 07:36:39
Nasi Padang,25000,0,0,2015-12-19 03:53:54
Es Timun Suri,8000,0,0,2006-04-22 05:02:06
Es Leci,10000,0,0,2015-02-07 06:59:29
Nasi Padang,25000,0,0,2015-07-15 22:12:51
Teh Manis,5000,0,0,2005-05-19 08:23:09
Kopi Susu,12000,0,0,2018-03-29 15:27:43
Sate Sapi,30000,0,0,2013-03-20 21:16:36
Teh Jahe,7000,0,0,2022-06-07 21:19:18
Es Nangka,10000,0,0,2017-11-07 02:21:12
Udang Balado,35000,0,0,2002-04-01 22:25:27
Kopi Gayo,15000,0,0,2015-06-10 20:01:03
Ayam Goreng,25000,0,0,2011-02-12 04:49:16
Nasi Gudeg,20000,0,0,2013-01-08 15:42:33
Nasi Kuning,15000,0,0,2018-07-03 23:28:23
Nasi Kuning,15000,0,0,2002-11-05 09:13:47
Gudeg,20000,0,0,2011-05-29 14:40:30
Teh Hitam,7000,0,0,2019-04-12 17:04:17
Teh Jahe,7000,0,0,2023-02-15 07:37:33
Sate Ayam,25000,0,0,2006-04-15 22:46:07
Air Lemon,7000,0,0,2001-10-06 19:17:26
Es Semangka,8000,0,0,2023-02-25 16:52:56
Ketoprak,15000,0,0,2007-02-24 04:19:07
Sate Kambing,35000,0,0,2019-10-24 14:32:32
Jus Buah,15000,0,0,2016-07-29 05:55:48
Teh Hitam,7000,0,0,2009-03-04 14:19:21
Berbelanja di Mall,200000,2,0,2019-06-02 13:19:32
Sate Ayam,25000,0,0,2021-02-24 17:17:54
Teh Hijau,5000,0,0,2009-04-12 14:05:19
Menghadiri Festival Budaya,50000,2,0,2016-04-07 20:30:33
Teh Hitam,7000,0,0,2008-04-27 05:57:07
Kopi Luwak,50000,0,0,2022-10-26 13:10:23
Bakso,20000,0,0,2005-03-14 03:47:50
Empal Gentong,30000,0,0,2003-08-09 21:51:05
Es Sarang Burung,12000,0,0,2012-08-23 08:58:40
Nasi Kucing,10000,0,0,2011-10-31 10:11:22
Tahu Sumedang,10000,0,0,2017-07-17 10:53:33
Sambal Terasi,10000,0,0,2014-03-12 13:05:21
Teh Merah,7000,0,0,2009-01-16 03:50:19
Tahu Gejrot,10000,0,0,2001-05-06 10:16:43
Pecel,15000,0,0,2004-11-02 23:55:42
Mengunjungi Kebun Binatang,50000,2,0,2014-02-23 21:24:38
Bajaj,20000,1,0,2013-03-30 11:10:33
Pindang Patin,25000,0,0,2017-09-26 21:19:05
Es Buah,15000,0,0,2014-09-09 04:47:23
Es Nangka,10000,0,0,2017-06-16 16:10:06
Soda Jeruk,10000,0,0,2016-12-15 17:30:13
Air Lemon,7000,0,0,2021-09-13 15:51:33
Konsultasi,250000,3,0,2016-05-16 15:45:27
Rujak Cingur,20000,0,0,2016-09-15 08:57:25
Jus Belimbing,15000,0,0,2012-02-16 20:50:13
Es Susu Vanilla,8000,0,0,2001-07-24 23:10:52
Sop Ayam,20000,0,0,2005-09-16 09:25:24
Es Terong Belanda,10000,0,0,2023-03-25 15:13:31
Mengunjungi Taman Hiburan,150000,2,0,2023-01-05 02:31:07
Air Jahe,7000,0,0,2017-02-10 06:42:58
Jus Mangga,15000,0,0,2022-10-29 16:47:55
Es Pepaya,10000,0,0,2010-05-22 17:25:00
Mengunjungi Pantai,30000,2,0,2000-08-07 03:14:36
Jus Stroberi,15000,0,0,2000-02-03 02:06:08
Sate Kambing,35000,0,0,2014-01-04 04:20:01
Ikan Goreng,20000,0,0,2017-04-01 22:43:43
Jus Alpukat,15000,0,0,2017-08-03 16:53:39
Bebek Goreng,30000,0,0,2020-08-30 11:30:08
Es Goyobod,10000,0,0,2005-04-17 23:29:20
Beli Obat,100000,3,0,2013-05-13 11:21:58
Kerak Telor,20000,0,0,2014-04-07 22:00:22
Bandeng Presto,25000,0,0,2006-06-24 08:47:09
Air Lemon,7000,0,0,2011-12-05 00:42:09
Jus Markisa,15000,0,0,2020-03-20 07:10:50
Teh Sereh,7000,0,0,2014-05-01 07:00:45
Membeli Buku,100000,2,0,2015-09-30 17:39:45
Lontong Sayur,15000,0,0,2004-03-31 01:21:33
Bebek Goreng,30000,0,0,2022-02-27 04:06:53
Sop Kaki Kambing,35000,0,0,2020-11-05 16:26:28
Beli Obat,100000,3,0,2021-02-16 09:39:04
Gudeg,20000,0,0,2000-08-14 00:55:54
Teh Tarik,8000,0,0,2020-04-08 04:32:54
Es Susu Kedelai,6000,0,0,2002-06-08 19:36:09
Kwetiau Goreng,20000,0,0,2003-11-25 23:40:17
Soda Gembira,10000,0,0,2007-11-20 22:54:47
Asuransi Kesehatan,150000,4,0,2009-05-21 13:16:00
Bandeng Presto,25000,0,0,2022-09-08 05:22:58
Air Lemon,7000,0,0,2007-03-23 02:18:57
Teh Merah,7000,0,0,2012-03-18 14:09:48
Es Susu Coklat,8000,0,0,2013-12-20 22:45:53
Ketoprak,15000,0,0,2001-12-18 12:35:49
Es Campur,15000,0,0,2020-01-27 04:40:03
Es Susu Coklat,8000,0,0,2015-11-29 13:23:59
Coto Makassar,25000,0,0,2018-01-18 01:14:10
Lontong Sayur,15000,0,0,2014-07-11 19:13:21
Bebek Goreng,30000,0,0,2001-11-09 23:29:29
Es Susu Vanilla,8000,0,0,2005-04-09 00:27:28
Nasi Gudeg,20000,0,0,2000-01-01 22:31:03
Pempek,20000,0,0,2002-09-01 14:30:34
Es Mangga,8000,0,0,2021-10-02 08:19:37
Es Nangka,10000,0,0,2021-07-08 01:27:59
Air Lemon,7000,0,0,2011-03-01 02:57:41
LRT,15000,1,0,2020-07-16 01:09:28
Es Kopi Susu,12000,0,0,2008-10-19 04:37:58
Es Susu Kedelai,6000,0,0,2002-02-22 18:34:19
Jus Markisa,15000,0,0,2005-06-16 00:38:58
Es Buah,15000,0,0,2020-07-06 03:38:12
Es Krim,10000,0,0,2012-12-28 03:26:02
Jus Mangga,15000,0,0,2023-02-16 14:11:46
Tahu Gejrot,10000,0,0,2018-08-04 02:52:56
Empal Gentong,30000,0,0,2007-05-17 17:59:31
Es Goyobod,10000,0,0,2015-08-30 17:50:05
Jus Markisa,15000,0,0,2009-11-29 14:26:29
Martabak,30000,0,0,2013-03-30 09:05:44
Ikan Bakar,30000,0,0,2012-03-04 00:13:43
Air Lemon,7000,0,0,2011-01-20 01:14:15
Hangout,50000,2,0,2006-08-08 05:07:13
Mengikuti Kelas atau Workshop,100000,2,0,2000-11-10 06:51:20
Jus Belimbing,15000,0,0,2004-02-08 17:58:37
Pecel,15000,0,0,2022-09-27 01:55:43
Soto Mie,20000,0,0,2003-12-14 17:04:22
Mendaki Gunung,75000,2,0,2023-10-03 21:20:59
Es Kolang Kaling,8000,0,0,2022-11-12 13:06:34
Jus Tomat,8000,0,0,2007-10-09 14:43:00
Es Susu Kedelai,6000,0,0,2023-06-24 15:41:44
Sayur Lodeh,15000,0,0,2011-05-29 13:38:40
Bakmi Jawa,20000,0,0,2011-07-24 03:56:32
Ayam Bakar,25000,0,0,2008-09-29 17:48:06
Es Mangga,8000,0,0,2018-04-28 13:32:54
Capcay,20000,0,0,2010-12-04 19:39:08
Berkemah,50000,2,0,2002-06-09 20:52:25
Jus Melon,15000,0,0,2011-05-15 13:56:18
Gaji,10000000,10,1,2016-11-06 01:02:52
Es Pala,8000,0,0,2013-05-25 05:33:05
Tahu Sumedang,10000,0,0,2006-06-29 05:50:35
Beli Obat,100000,3,0,2000-10-27 06:08:55
Kopi Luwak,50000,0,0,2004-11-29 05:06:42
Pepes Tahu,15000,0,0,2008-07-17 15:32:22
Mengikuti Kegiatan Komunitas,20000,2,0,2019-12-13 13:15:58
Es Pisang Ijo,15000,0,0,2006-07-30 03:18:00
Sop Iga,35000,0,0,2004-01-10 14:53:56
Air Tebu,5000,0,0,2008-09-25 12:44:23
Air Jahe,7000,0,0,2002-01-09 07:07:44
Nasi Goreng Kambing,25000,0,0,2017-06-25 13:37:20
Membeli Buku,100000,2,0,2012-06-13 16:54:47
Soto Madura,25000,0,0,2020-01-18 02:21:19
Jus Sirsak,15000,0,0,2023-01-21 17:29:53
