ITEM,VALUE,TYPE,CATEGORY,CREATED_AT
Nasi Pecel,15000,0,0,2023-06-08 03:35:46
Teh Merah,7000,0,0,2019-06-02 01:43:14
Siomay,20000,0,0,2020-04-25 12:58:46
Lontong Sayur,15000,0,0,2020-06-28 01:49:23
Es Leci,10000,0,0,2022-11-23 20:44:40
Ikan Asin,10000,0,0,2023-05-27 20:49:53
Jus Sirsak,15000,0,0,2023-07-09 18:58:10
Susu Kambing,15000,0,0,2019-10-10 08:17:01
Es Teler,15000,0,0,2023-11-24 22:04:47
Kopi Hitam,10000,0,0,2020-03-01 12:01:47
Bajaj,20000,1,0,2021-04-24 16:26:40
Es Cincau,7000,0,0,2020-09-04 14:52:49
Sambal Matah,10000,0,0,2023-04-08 02:45:23
Es Susu Coklat,8000,0,0,2021-06-01 17:58:12
Ayam Penyet,20000,0,0,2020-05-22 20:37:28
Kolak,15000,0,0,2019-01-18 01:36:59
Pecel Lele,20000,0,0,2021-05-08 17:14:10
Sop Ayam,20000,0,0,2020-01-28 06:16:12
Es Cendol,7000,0,0,2021-10-13 06:27:01
Air Lemon,7000,0,0,2022-06-28 10:21:35
Pindang Patin,25000,0,0,2021-09-24 05:53:31
Tempe Mendoan,15000,0,0,2020-12-10 16:06:51
Teh Hijau,5000,0,0,2019-02-04 17:36:50
Kopi Tubruk,10000,0,0,2020-04-23 18:48:01
Bandrek,8000,0,0,2021-04-05 16:18:39
Nasi Padang,25000,0,0,2023-01-24 12:43:23
Becak,10000,1,0,2023-07-09 01:58:50
Teh Hitam,7000,0,0,2021-08-28 10:18:52
Es Teh,5000,0,0,2020-08-31 11:44:53
Lumpia Semarang,15000,0,0,2023-11-03 23:47:59
Susu Jahe,8000,0,0,2020-08-30 21:07:41
Air Putih,3000,0,0,2019-11-01 17:28:01
Kopi Tubruk,10000,0,0,2022-02-23 15:24:31
Bioskop,50000,2,0,2019-10-05 03:44:13
Es Kacang Merah,10000,0,0,2020-01-18 01:10:09
Teh Melati,7000,0,0,2023-04-06 04:38:23
Soda Apel,10000,0,0,2023-12-11 02:02:46
Teh Rosella,7000,0,0,2021-07-02 21:31:17
Jus Tomat,8000,0,0,2019-11-26 12:24:33
Es Susu Kedelai,6000,0,0,2019-07-22 06:24:03
Es Pepaya,10000,0,0,2019-02-23 06:07:03
Gado-Gado,15000,0,0,2021-10-18 10:39:49
Nasi Brongkos,20000,0,0,2020-07-16 11:06:24
Nasi Campur,25000,0,0,2023-12-07 17:35:08
Bebek Betutu,35000,0,0,2023-08-17 10:18:36
Soto Madura,25000,0,0,2023-01-15 14:34:38
Becak,10000,1,0,2022-09-16 12:24:09
Nasi Goreng,20000,0,0,2020-11-20 14:59:45
Mengunjungi Pantai,30000,2,0,2023-10-14 07:56:53
Es Buah,15000,0,0,2019-07-30 08:13:03
Sate Kambing,35000,0,0,2022-08-01 16:11:54
Es Mangga Muda,10000,0,0,2020-11-03 11:33:08
Wedang Jahe,8000,0,0,2023-09-22 01:05:17
Soto Kudus,20000,0,0,2019-12-25 03:33:46
Nasi Brongkos,20000,0,0,2022-05-16 05:19:33
Tempe Mendoan,15000,0,0,2023-05-17 12:14:44
Teh Hijau,5000,0,0,2019-09-15 03:50:55
Soto Madura,25000,0,0,2019-02-09 13:00:49
Nasi Rawon,25000,0,0,2020-04-08 01:36:31
Es Kopyor,15000,0,0,2023-12-28 15:59:28
Gaji,10000000,10,1,2020-03-12 23:46:02
Soda Jeruk,10000,0,0,2019-04-24 23:54:52
Kopi,10000,0,0,2023-02-01 21:47:44
Es Campur,15000,0,0,2023-06-27 22:48:23
Becak,10000,1,0,2023-09-14 13:58:55
Es Susu Vanilla,8000,0,0,2021-07-11 13:22:46
Es Kolang Kaling,8000,0,0,2019-06-16 00:11:04
Opor Ayam,20000,0,0,2019-08-06 04:10:06
Motor,50000000,5,0,2021-08-14 03:57:54
Mie Goreng,18000,0,0,2021-01-26 20:24:40
Udang Balado,35000,0,0,2020-04-20 23:14:17
Wedang Jahe,8000,0,0,2021-04-04 11:26:24
Jus Buah Naga,15000,0,0,2021-04-18 20:27:19
Soda Lemon,10000,0,0,2022-04-27 22:22:19
Empal Gentong,30000,0,0,2020-01-27 15:43:23
Becak,10000,1,0,2023-09-04 21:53:19
Hangout,50000,2,0,2021-01-15 15:24:42
Bebek Betutu,35000,0,0,2023-08-16 15:24:25
Kopi Susu,12000,0,0,2019-01-12 19:41:22
Kopi Luwak,50000,0,0,2022-02-22 05:20:20
Ikan Goreng,20000,0,0,2019-04-05 06:58:18
Jus Sirsak,15000,0,0,2019-08-13 15:51:11
Es Kopi,12000,0,0,2023-01-13 16:32:32
Becak,10000,1,0,2020-03-04 07:52:34
Teh Melati,7000,0,0,2019-06-26 21:46:29
Tahu Sumedang,10000,0,0,2021-10-16 01:31:22
Pecel Lele,20000,0,0,2022-07-16 00:54:24
MRT,15000,1,0,2023-08-23 21:17:01
Jus Wortel,8000,0,0,2022-06-19 21:35:14
Es Timun,8000,0,0,2020-10-06 22:42:40
Rendang,30000,0,0,2020-04-04 07:07:05
MRT,15000,1,0,2021-11-20 07:23:36
Teh Putih,9000,0,0,2020-07-03 08:56:23
Teh Putih,9000,0,0,2022-07-19 16:12:40
Kerak Telor,20000,0,0,2023-06-05 09:42:55
Es Teler,15000,0,0,2020-03-28 19:01:32
Gulai Ikan,25000,0,0,2020-11-23 04:06:16
Sate Maranggi,30000,0,0,2020-01-19 03:25:03
Es Susu Coklat,8000,0,0,2020-02-04 23:30:53
Sop Iga,35000,0,0,2022-11-04 00:19:01
Es Teler,15000,0,0,2019-06-06 08:16:41
Taksi,50000,1,0,2019-08-25 17:58:11
Kwetiau Goreng,20000,0,0,2020-02-03 00:26:15
Bajaj,20000,1,0,2020-10-13 04:09:56
Soto Padang,25000,0,0,2022-07-14 07:28:27
Nasi Timbel,20000,0,0,2022-05-13 10:21:22
Es Susu Kedelai,6000,0,0,2021-11-26 00:14:07
Teh Manis,5000,0,0,2023-12-02 11:03:59
Air Putih,3000,0,0,2020-07-14 14:58:09
Ojek,15000,1,0,2022-09-07 17:38:12
Ojek,15000,1,0,2021-04-07 22:36:53
Sop Buntut,40000,0,0,2022-02-11 01:28:01
Es Pala,8000,0,0,2020-01-10 06:32:38
Nasi Uduk,15000,0,0,2021-12-04 13:33:06
Nasi Campur,25000,0,0,2021-04-12 07:30:44
Asinan Betawi,15000,0,0,2021-10-14 11:36:13
Bajaj,20000,1,0,2022-07-15 11:36:19
Soto Padang,25000,0,0,2022-02-03 06:24:59
Es Pala,8000,0,0,2023-11-26 21:43:06
Sayur Asem,15000,0,0,2023-08-16 20:01:23
Nasi Kucing,10000,0,0,2023-10-13 10:53:56
Es Nangka,10000,0,0,2019-09-02 04:20:42
Es Buah,15000,0,0,2023-12-12 15:23:52
Tempe Mendoan,15000,0,0,2022-10-23 21:20:02
Soto Betawi,25000,0,0,2020-10-18 05:32:29
Es Susu Coklat,8000,0,0,2022-08-01 20:40:29
Jus Sirsak,15000,0,0,2020-08-15 16:27:50
Soto Mie,20000,0,0,2021-01-29 18:56:32
Bakso Malang,20000,0,0,2022-06-17 23:06:24
Bajaj,20000,1,0,2023-05-02 19:29:28
Sop Ayam,20000,0,0,2019-06-05 08:11:01
Soto Betawi,25000,0,0,2021-01-05 03:21:53
Teh Merah,7000,0,0,2020-01-28 08:34:30
Kopi Toraja,15000,0,0,2021-04-10 01:35:57
Ikan Goreng,20000,0,0,2020-02-25 21:09:17
Soda Gembira,10000,0,0,2023-09-15 13:18:22
Kwetiau Goreng,20000,0,0,2019-05-27 17:26:33
Ikan Pepes,25000,0,0,2020-07-26 15:04:26
Es Kolang Kaling,8000,0,0,2023-09-30 12:16:33
Sate Sapi,30000,0,0,2019-03-30 10:14:55
Jus Semangka,15000,0,0,2019-06-15 06:37:39
Sambal Goreng,15000,0,0,2021-10-10 19:17:25
Ikan Goreng,20000,0,0,2020-03-07 07:22:38
Sop Buntut,40000,0,0,2022-12-10 07:53:15
Bebek Betutu,35000,0,0,2022-10-01 16:35:16
Nasi Bebek,25000,0,0,2019-06-14 05:09:37
Soto Kudus,20000,0,0,2019-12-12 15:36:32
Es Apel,8000,0,0,2020-05-12 05:26:53
Rawon,25000,0,0,2022-09-11 21:23:30
Es Susu Coklat,8000,0,0,2023-04-29 05:12:04
Karedok,15000,0,0,2022-10-24 16:51:36
Coto Makassar,25000,0,0,2023-08-21 04:46:27
Nasi Lemak,20000,0,0,2021-05-13 17:59:32
Kepiting Saus Padang,40000,0,0,2019-05-03 21:26:47
Teh Merah,7000,0,0,2022-12-28 02:25:17
Kwetiau Goreng,20000,0,0,2022-07-24 16:09:26
Empal Gentong,30000,0,0,2023-10-24 22:44:15
Angkot,5000,1,0,2022-03-10 16:01:36
Jus Melon,15000,0,0,2019-03-12 03:04:37
Soda Jeruk,10000,0,0,2021-04-13 02:40:28
Nasi Kebuli,30000,0,0,2020-08-07 16:07:53
Ayam Bakar,25000,0,0,2019-05-12 09:58:13
Jus Mangga,15000,0,0,2023-07-05 07:31:01
Sate Maranggi,30000,0,0,2020-03-04 06:25:31
Angkot,5000,1,0,2021-02-12 08:36:46
Becak,10000,1,0,2021-06-03 01:37:32
LRT,15000,1,0,2022-10-10 13:39:38
Jus Buah Naga,15000,0,0,2020-04-04 05:38:57
Bubur Ayam,15000,0,0,2019-02-06 12:36:53
Nasi Kuning,15000,0,0,2019-11-05 11:39:17
Soto Ayam,18000,0,0,2023-12-13 21:04:35
Air Putih,3000,0,0,2019-02-02 13:12:33
Teh Oolong,8000,0,0,2023-06-09 05:39:11
Es Doger,12000,0,0,2021-03-08 07:15:58
Nasi Timbel,20000,0,0,2023-10-27 13:07:09
Ketoprak,15000,0,0,2021-03-16 04:58:37
Bakso Malang,20000,0,0,2022-01-03 02:48:04
Es Pala,8000,0,0,2020-06-26 00:01:10
Becak,10000,1,0,2021-12-19 13:14:20
MRT,15000,1,0,2020-03-15 12:15:45
Es Kolang Kaling,8000,0,0,2020-10-09 21:02:03
Teh Manis,5000,0,0,2023-05-18 21:41:32
Ikan Asin,10000,0,0,2022-05-10 22:27:27
Becak,10000,1,0,2021-12-07 02:20:38
Mie Aceh,20000,0,0,2021-07-15 19:29:32
Ayam Bakar,25000,0,0,2022-12-01 08:26:33
Ketoprak,15000,0,0,2022-10-28 20:58:58
Sate Madura,25000,0,0,2020-03-28 05:29:29
Nasi Goreng Kambing,25000,0,0,2023-10-17 16:51:26
Gudeg,20000,0,0,2022-12-03 13:54:07
Soda Apel,10000,0,0,2021-04-30 21:41:26
Serabi,10000,0,0,2021-03-09 12:48:16
Sambal Goreng,15000,0,0,2019-11-28 04:58:02
LRT,15000,1,0,2022-06-17 23:53:05
Sewa Properti,5000000,11,1,2020-08-19 23:17:49
Soto Lamongan,20000,0,0,2023-03-05 17:02:31
Bakso Malang,20000,0,0,2021-05-30 01:28:11
Becak,10000,1,0,2022-07-10 22:42:13
Sambal Matah,10000,0,0,2023-02-02 15:59:27
Bubur Ayam,15000,0,0,2022-09-22 11:09:53
Bubur Ayam,15000,0,0,2022-02-03 16:45:11
Jus Tomat,8000,0,0,2022-12-30 05:28:43
Gaji,10000000,10,1,2021-05-15 04:18:23
MRT,15000,1,0,2023-10-04 18:59:31
Becak,10000,1,0,2019-07-13 06:48:34
Soto Bandung,25000,0,0,2019-05-17 05:04:01
Es Kopi,12000,0,0,2022-01-29 13:28:21
Susu Kambing,15000,0,0,2019-02-03 22:33:26
Becak,10000,1,0,2021-07-19 22:59:39
Soto Madura,25000,0,0,2023-10-29 03:36:37
Nasi Bebek,25000,0,0,2019-04-06 14:25:45
Taksi,50000,1,0,2019-03-09 10:04:29
Ojek,15000,1,0,2019-07-21 01:58:31
Soda Apel,10000,0,0,2022-04-13 13:02:10
Becak,10000,1,0,2019-01-12 13:27:53
Nasi Padang,25000,0,0,2020-11-07 00:04:01
Kopi Gayo,15000,0,0,2019-11-09 09:16:10
Nasi Kucing,10000,0,0,2023-04-16 11:54:52
Sate Sapi,30000,0,0,2019-04-20 14:41:46
Mie Goreng,18000,0,0,2020-11-19 23:16:49
Bus,5000,1,0,2020-02-16 00:02:29
Es Kacang Merah,10000,0,0,2019-12-26 09:57:38
Sate Madura,25000,0,0,2020-09-08 09:06:30
Jus Sirsak,15000,0,0,2021-02-20 02:23:07
Soto Mie,20000,0,0,2023-09-15 16:16:29
Siomay,20000,0,0,2020-12-22 00:38:29
Es Kopyor,15000,0,0,2021-08-05 10:35:59
Soto Mie,20000,0,0,2022-07-12 14:29:15
Tahu Sumedang,10000,0,0,2020-08-13 21:40:35
Kopi Hitam,10000,0,0,2023-12-12 06:48:59
Es Pepaya,10000,0,0,2021-03-03 04:21:58
Jus Pepaya,15000,0,0,2023-09-11 15:32:25
Tongseng,30000,0,0,2021-05-03 01:57:46
Teh Oolong,8000,0,0,2023-03-01 10:10:32
Soda Jeruk,10000,0,0,2019-03-11 21:32:15
Soto Ayam,18000,0,0,2023-11-06 21:47:07
Sate Lilit,30000,0,0,2021-04-29 11:53:40
Sop Ayam,20000,0,0,2023-01-15 22:34:54
Pepes Tahu,15000,0,0,2022-08-04 19:20:53
Pecel Lele,20000,0,0,2022-11-23 07:15:45
Teh Oolong,8000,0,0,2021-01-25 21:56:01
Becak,10000,1,0,2023-01-08 04:22:59
Bisnis Sampingan,4000000,10,1,2023-04-05 12:09:13
Kolak,15000,0,0,2019-05-12 00:44:45
Teh Melati,7000,0,0,2020-05-21 05:56:54
Nasi Brongkos,20000,0,0,2020-03-09 23:22:28
LRT,15000,1,0,2022-02-11 10:09:28
Es Teh,5000,0,0,2019-05-30 06:49:55
Bebek Goreng,30000,0,0,2023-04-05 03:28:27
Sambal Terasi,10000,0,0,2023-10-29 21:17:19
Nasi Pecel,15000,0,0,2019-12-18 06:37:36
Taksi,50000,1,0,2022-02-16 11:42:22
Pecel,15000,0,0,2020-08-30 09:53:32
Sambal Matah,10000,0,0,2022-02-26 21:36:24
Jus Semangka,15000,0,0,2020-05-07 20:53:32
Jus Belimbing,15000,0,0,2019-07-19 03:09:04
Susu,7000,0,0,2021-10-08 11:27:55
Soto Padang,25000,0,0,2020-11-14 12:48:50
Pecel,15000,0,0,2020-11-10 20:40:36
Beli Obat,100000,3,0,2020-10-23 22:23:40
Sop Kaki Kambing,35000,0,0,2019-05-13 23:39:02
Jus Semangka,15000,0,0,2022-03-31 06:06:03
Berbelanja di Mall,200000,2,0,2022-07-16 01:56:16
Gudeg,20000,0,0,2023-02-10 20:53:37
Es Nangka,10000,0,0,2021-12-04 07:15:41
MRT,15000,1,0,2023-01-08 13:29:18
Es Krim,10000,0,0,2020-01-25 13:00:01
Teh Rosella,7000,0,0,2023-04-27 22:11:33
Rawon,25000,0,0,2022-05-03 14:41:25
Taksi,50000,1,0,2019-10-21 13:28:38
Nasi Campur,25000,0,0,2019-08-16 17:54:52
Mie Tek-Tek,15000,0,0,2022-12-01 00:35:57
Ayam Goreng,25000,0,0,2023-10-13 22:09:42
Es Cincau,7000,0,0,2020-01-03 05:04:13
Susu Kambing,15000,0,0,2019-07-03 19:44:45
Asinan Betawi,15000,0,0,2021-02-19 17:05:32
Teh Melati,7000,0,0,2019-10-23 04:29:37
Es Kelapa,10000,0,0,2019-01-28 07:10:51
Kwetiau Goreng,20000,0,0,2022-09-17 14:37:48
Tumis Kangkung,15000,0,0,2022-09-15 13:01:18
Es Selasih,10000,0,0,2022-08-12 21:06:53
Rawon,25000,0,0,2023-06-28 20:49:13
Jus Mangga,15000,0,0,2023-01-05 23:06:39
Capcay,20000,0,0,2022-05-12 04:46:54
Tumis Kangkung,15000,0,0,2021-03-19 13:51:54
Martabak,30000,0,0,2022-07-20 02:43:15
Ketoprak,15000,0,0,2023-12-30 09:45:13
Opor Ayam,20000,0,0,2022-04-25 06:01:10
Bajaj,20000,1,0,2023-04-14 14:10:50
Es Pisang Ijo,15000,0,0,2023-03-13 15:53:16
Karedok,15000,0,0,2023-09-13 01:10:12
Serabi,10000,0,0,2022-05-04 07:31:16
Es Mangga Muda,10000,0,0,2021-09-05 04:43:34
Es Jeruk Bali,10000,0,0,2023-03-19 17:17:33
Konsultasi,250000,3,0,2023-08-30 22:34:11
Es Blewah,8000,0,0,2023-08-26 22:51:48
Jus Melon,15000,0,0,2022-11-27 20:25:19
Kepiting Saus Padang,40000,0,0,2023-12-14 09:54:16
Kopi Luwak,50000,0,0,2021-09-03 11:31:18
Bakmi Jawa,20000,0,0,2020-05-14 14:05:05
LRT,15000,1,0,2023-11-05 15:09:30
Beli Obat,100000,3,0,2020-07-12 20:36:34
Taksi,50000,1,0,2022-03-19 15:09:33
Becak,10000,1,0,2021-05-27 10:36:42
Es Terong Belanda,10000,0,0,2019-09-29 05:42:12
Es Timun,8000,0,0,2020-07-04 12:42:51
Jus Nanas,15000,0,0,2020-12-01 21:00:19
Teh Rosella,7000,0,0,2023-09-03 00:45:23
Udang Balado,35000,0,0,2022-11-11 19:41:27
Tahu Gejrot,10000,0,0,2023-06-07 23:47:54
Sop Kaki Kambing,35000,0,0,2022-09-05 19:30:02
Es Pisang Ijo,15000,0,0,2022-07-06 01:43:50
Kopi Susu,12000,0,0,2020-07-26 03:03:34
Es Krim,10000,0,0,2019-07-09 13:25:40
Kepiting Saus Padang,40000,0,0,2019-11-26 23:41:08
Sate Lilit,30000,0,0,2020-11-02 03:39:02
Bakso,20000,0,0,2022-03-16 12:16:16
Es Pisang Ijo,15000,0,0,2019-07-03 01:46:38
Bir Pletok,12000,0,0,2023-03-19 17:06:18
Kolak,15000,0,0,2020-07-15 19:45:32
Es Susu Coklat,8000,0,0,2021-03-28 07:06:32
Gado-Gado,15000,0,0,2019-07-19 22:40:12
Bandeng Presto,25000,0,0,2022-05-25 14:03:33
LRT,15000,1,0,2021-04-11 11:33:01
Ojek,15000,1,0,2019-09-16 20:23:08
Pecel,15000,0,0,2019-07-29 03:42:01
Wedang Jahe,8000,0,0,2020-09-30 21:45:12
Mie Goreng,18000,0,0,2021-03-02 16:13:56
Soda Apel,10000,0,0,2023-12-15 18:54:27
Soto Kudus,20000,0,0,2023-05-25 09:56:50
Jus Semangka,15000,0,0,2023-06-09 10:55:56
Tempe Mendoan,15000,0,0,2019-08-17 03:10:18
Kepiting Saus Padang,40000,0,0,2023-06-22 18:34:55
Es Blewah,8000,0,0,2021-09-29 00:38:59
Nasi Goreng Kambing,25000,0,0,2021-08-22 10:54:01
Kepiting Saus Padang,40000,0,0,2020-01-31 10:53:36
Nasi Campur,25000,0,0,2019-07-31 05:57:49
Gulai Kambing,35000,0,0,2023-10-06 22:10:43
Ayam Bakar,25000,0,0,2020-01-18 16:03:40
Nasi Brongkos,20000,0,0,2020-09-01 06:31:42
Warnet,15000,2,0,2023-01-02 20:49:58
Kwetiau Goreng,20000,0,0,2019-03-26 00:42:13
Gulai Kambing,35000,0,0,2023-07-30 01:22:12
Soto Betawi,25000,0,0,2020-04-21 14:51:54
Bajaj,20000,1,0,2023-12-08 15:33:25
Becak,10000,1,0,2022-11-07 01:25:32
Jus Wortel,8000,0,0,2023-10-20 02:29:45
Jus Jambu,15000,0,0,2021-02-15 18:14:35
Teh Hitam,7000,0,0,2022-04-02 22:04:38
Es Jeruk Bali,10000,0,0,2019-07-15 09:41:51
Nasi Brongkos,20000,0,0,2021-05-12 03:05:20
Air Putih,3000,0,0,2023-08-13 19:43:21
Bakmi Jawa,20000,0,0,2023-03-23 15:51:48
Kopi Susu,12000,0,0,2023-01-21 19:47:41
Ayam Bakar,25000,0,0,2022-09-06 11:59:51
Teh Hitam,7000,0,0,2022-04-10 11:09:28
Kopi,10000,0,0,2019-10-22 12:36:43
Soda Gembira,10000,0,0,2022-03-16 17:37:08
Taksi,50000,1,0,2023-10-30 02:22:28
Tempe Mendoan,15000,0,0,2022-03-08 00:52:58
Empal Gentong,30000,0,0,2019-07-07 06:54:58
Teh Hitam,7000,0,0,2023-08-05 06:53:58
MRT,15000,1,0,2023-10-02 17:43:18
Bajaj,20000,1,0,2022-01-03 13:49:45
Es Mangga,8000,0,0,2021-05-01 11:38:56
Soda Susu,10000,0,0,2019-03-21 03:31:14
Ojek,15000,1,0,2019-11-26 02:38:27
Jus Stroberi,15000,0,0,2019-12-05 11:03:51
Nasi Campur,25000,0,0,2019-02-11 10:51:20
Bebek Goreng,30000,0,0,2019-05-07 08:05:38
Kerak Telor,20000,0,0,2019-08-23 00:13:45
MRT,15000,1,0,2019-07-20 15:00:07
Bajaj,20000,1,0,2021-12-14 14:53:35
Es Goyobod,10000,0,0,2019-04-23 09:00:05
MRT,15000,1,0,2023-07-06 10:06:22
Es Pala,8000,0,0,2023-05-10 01:48:11
Jus Mangga,15000,0,0,2021-07-13 11:26:35
Es Melon,8000,0,0,2020-03-04 12:03:12
Teh Manis,5000,0,0,2023-11-23 20:52:14
Sop Buntut,40000,0,0,2019-10-29 06:33:25
Bajaj,20000,1,0,2022-03-31 12:57:42
Tongseng,30000,0,0,2021-09-17 10:20:24
Sayur Lodeh,15000,0,0,2022-07-08 22:59:30
Siomay,20000,0,0,2020-03-01 17:27:32
Nasi Kebuli,30000,0,0,2021-12-20 01:23:25
Rujak Manis,15000,0,0,2020-11-24 04:40:27
Nasi Uduk,15000,0,0,2020-07-22 04:34:14
Udang Balado,35000,0,0,2019-02-07 18:04:01
Es Cincau,7000,0,0,2023-10-01 12:11:53
Bajigur,8000,0,0,2019-09-12 11:52:15
Nasi Goreng,20000,0,0,2022-09-14 19:51:51
Bajaj,20000,1,0,2023-08-21 10:15:03
Es Buah,15000,0,0,2023-04-07 11:16:37
Nasi Campur,25000,0,0,2023-02-09 10:18:47
Bebek Goreng,30000,0,0,2023-02-02 05:02:32
Soda Lemon,10000,0,0,2023-01-06 13:31:52
Nasi Uduk,15000,0,0,2023-03-22 14:11:02
Tongseng,30000,0,0,2022-08-14 21:11:02
Es Kelapa,10000,0,0,2020-05-30 17:52:38
Pindang Patin,25000,0,0,2022-04-11 23:16:36
Es Terong Belanda,10000,0,0,2022-11-13 13:43:46
Opor Ayam,20000,0,0,2021-12-12 20:55:41
Kopi Hitam,10000,0,0,2022-12-18 09:47:20
Soto Bandung,25000,0,0,2019-03-11 09:34:24
Kopi Toraja,15000,0,0,2022-05-16 10:24:43
Beli Obat,100000,3,0,2022-02-01 12:49:54
Kopi Gayo,15000,0,0,2021-01-23 16:08:57
Sate Ayam,25000,0,0,2019-07-05 18:55:12
Karedok,15000,0,0,2023-12-06 14:19:44
Nasi Lemak,20000,0,0,2020-11-28 00:28:34
Wedang Jahe,8000,0,0,2022-10-29 00:27:47
Serabi,10000,0,0,2022-09-22 21:27:40
Jus Melon,15000,0,0,2023-12-15 18:23:42
LRT,15000,1,0,2022-03-11 05:03:42
Soda Susu,10000,0,0,2021-11-11 12:30:38
Jus Semangka,15000,0,0,2019-09-01 03:59:59
Teh Hijau,5000,0,0,2021-03-26 13:19:16
Ikan Pepes,25000,0,0,2022-11-20 09:47:48
Berkemah,50000,2,0,2021-05-21 13:57:19
Sop Kambing,30000,0,0,2019-08-21 00:26:41
Kolak,15000,0,0,2021-03-07 02:08:48
Lumpia Semarang,15000,0,0,2019-08-31 21:15:23
Pindang Patin,25000,0,0,2020-09-24 09:57:59
Jus Tomat,8000,0,0,2020-06-25 22:52:06
Pempek,20000,0,0,2022-10-25 12:06:45
Jus Mangga,15000,0,0,2023-01-16 09:25:25
Taksi,50000,1,0,2019-12-20 04:21:30
Bebek Betutu,35000,0,0,2023-04-25 23:40:35
Nasi Kuning,15000,0,0,2020-02-29 02:01:10
Rujak Manis,15000,0,0,2019-12-25 17:55:00
Becak,10000,1,0,2019-04-11 00:53:29
Rawon,25000,0,0,2021-04-19 08:00:09
Mie Aceh,20000,0,0,2023-12-30 15:02:07
Jus Melon,15000,0,0,2021-10-29 20:22:49
Udang Balado,35000,0,0,2019-08-19 13:42:48
Nasi Timbel,20000,0,0,2021-01-05 14:25:32
Gulai Kambing,35000,0,0,2019-11-16 10:27:33
Bakso,20000,0,0,2019-09-29 23:18:58
Es Melon,8000,0,0,2021-08-29 18:33:18
Mengunjungi Taman Hiburan,150000,2,0,2019-05-30 01:25:21
Teh Rosella,7000,0,0,2023-11-04 11:43:23
Menghadiri Festival Budaya,50000,2,0,2022-04-11 03:16:47
Sayur Asem,15000,0,0,2023-06-14 02:52:17
Pindang Patin,25000,0,0,2022-05-15 13:26:50
Teh Putih,9000,0,0,2020-01-24 16:14:17
Jus Alpukat,15000,0,0,2023-10-21 07:06:21
Nasi Gudeg,20000,0,0,2023-06-09 02:45:24
Sate Maranggi,30000,0,0,2022-10-28 20:28:29
Bisnis Sampingan,4000000,10,1,2022-08-01 22:17:51
Gudeg,20000,0,0,2021-04-07 13:55:34
Es Doger,12000,0,0,2021-01-25 10:04:03
Teh Rosella,7000,0,0,2022-08-30 00:54:00
Jus Alpukat,15000,0,0,2023-08-25 00:56:54
Es Susu Vanilla,8000,0,0,2022-04-01 10:28:37
Jus Semangka,15000,0,0,2021-11-19 17:46:30
Lontong Sayur,15000,0,0,2022-09-22 23:49:56
Mie Aceh,20000,0,0,2023-06-30 17:41:21
Bakso,20000,0,0,2022-07-27 23:44:20
Nasi Rawon,25000,0,0,2019-04-05 10:02:09
Becak,10000,1,0,2020-05-21 22:31:35
Sop Iga,35000,0,0,2023-12-13 16:56:49
Es Susu Vanilla,8000,0,0,2022-11-22 11:34:25
Angkot,5000,1,0,2019-10-09 13:05:08
Kerak Telor,20000,0,0,2022-04-05 22:43:58
Bandeng Presto,25000,0,0,2019-04-24 10:45:53
Es Semangka,8000,0,0,2020-01-29 03:10:46
Susu Kambing,15000,0,0,2020-01-07 19:27:12
Kopi Gayo,15000,0,0,2020-11-28 09:58:35
Jus Stroberi,15000,0,0,2019-07-31 13:11:15
Wedang Jahe,8000,0,0,2023-01-02 20:30:25
Bajigur,8000,0,0,2021-02-08 17:19:35
Becak,10000,1,0,2021-10-22 19:39:25
Air Lemon,7000,0,0,2022-06-05 17:45:40
Becak,10000,1,0,2019-10-04 07:33:14
Tahu Gejrot,10000,0,0,2021-10-10 05:05:06
Tongseng,30000,0,0,2023-08-02 15:39:15
Es Jeruk Bali,10000,0,0,2019-11-20 18:53:17
Susu Kambing,15000,0,0,2021-05-22 11:39:12
Martabak,30000,0,0,2023-10-07 18:41:17
Jus Jambu,15000,0,0,2023-08-17 17:08:51
Es Selasih,10000,0,0,2019-12-15 17:01:56
Gulai Kambing,35000,0,0,2020-10-02 01:10:54
Rujak Cingur,20000,0,0,2020-02-22 10:45:37
Es Kolang Kaling,8000,0,0,2023-10-30 18:48:13
MRT,15000,1,0,2021-04-05 18:44:29
Tongseng,30000,0,0,2019-12-22 03:26:08
Es Kelapa,10000,0,0,2022-05-28 14:50:06
Es Terong Belanda,10000,0,0,2020-03-31 05:30:17
Coto Makassar,25000,0,0,2023-02-10 19:35:05
Es Kopi,12000,0,0,2022-05-04 10:21:55
Nasi Goreng,20000,0,0,2021-11-12 10:13:16
Becak,10000,1,0,2021-02-24 19:36:05
LRT,15000,1,0,2023-03-13 01:07:39
Becak,10000,1,0,2023-01-22 08:47:00
Bandeng Presto,25000,0,0,2019-11-21 13:49:39
Ojek,15000,1,0,2019-10-22 11:18:04
Sate Madura,25000,0,0,2020-07-30 19:38:00
Es Susu Coklat,8000,0,0,2021-08-18 11:24:34
Jus Semangka,15000,0,0,2020-03-30 05:26:58
Teh Oolong,8000,0,0,2022-10-28 07:33:18
Taksi,50000,1,0,2021-01-12 04:46:34
LRT,15000,1,0,2023-07-19 19:16:07
Es Jeruk Bali,10000,0,0,2019-08-17 00:31:18
Ayam Taliwang,30000,0,0,2021-05-29 20:40:28
Sate Sapi,30000,0,0,2022-09-10 17:12:46
