ITEM,VALUE,TYPE,CATEGORY,CREATED_AT
Bandrek,8000,0,0,2022-09-18 11:04:07
Soda Susu,10000,0,0,2022-10-18 05:53:42
Martabak,30000,0,0,2024-07-18 08:47:59
Jus Pepaya,15000,0,0,2024-08-17 07:38:13
Jus Buah Naga,15000,0,0,2022-12-01 09:21:43
Sambal Terasi,10000,0,0,2022-09-05 02:49:06
Soda Jeruk,10000,0,0,2023-10-24 11:19:32
Kerak Telor,20000,0,0,2023-02-02 05:04:05
Kepiting Saus Padang,40000,0,0,2024-08-24 11:05:36
Air Tebu,5000,0,0,2024-07-19 06:13:55
Kereta Api,20000,1,0,2023-08-08 00:49:04
Ikan Goreng,20000,0,0,2024-06-25 03:30:34
Sambal Goreng,15000,0,0,2023-12-15 19:48:52
Gudeg,20000,0,0,2023-05-18 11:24:25
Serabi,10000,0,0,2024-07-30 16:58:33
Rawon,25000,0,0,2023-07-27 17:44:46
Teh Hitam,7000,0,0,2022-08-25 07:30:34
Es Blewah,8000,0,0,2023-08-18 18:47:03
Ikan Goreng,20000,0,0,2023-11-12 20:52:58
Mie Tek-Tek,15000,0,0,2023-10-05 13:27:00
Sayur Asem,15000,0,0,2023-12-03 05:02:20
Es Jeruk Bali,10000,0,0,2022-09-02 01:16:50
Jus Wortel,8000,0,0,2022-12-12 00:21:06
Es Terong Belanda,10000,0,0,2024-06-11 19:32:26
Kopi Gayo,15000,0,0,2022-08-12 05:46:08
MRT,15000,1,0,2023-01-13 21:24:46
Becak,10000,1,0,2023-11-23 06:45:37
Taksi,50000,1,0,2022-08-03 22:20:23
Bandrek,8000,0,0,2023-06-22 12:14:11
Es Campur,15000,0,0,2023-04-09 05:24:06
Jus Jeruk,8000,0,0,2023-01-05 17:14:25
Sayur Lodeh,15000,0,0,2022-11-30 11:44:30
Jus Melon,15000,0,0,2022-09-02 08:08:19
Es Cincau,7000,0,0,2023-04-24 07:57:20
Becak,10000,1,0,2023-03-30 11:57:08
Es Cendol,7000,0,0,2022-11-17 10:51:09
Tempe Mendoan,15000,0,0,2024-03-19 23:21:53
Es Jeruk Bali,10000,0,0,2023-05-07 01:42:57
Ikan Pepes,25000,0,0,2024-02-04 23:02:53
Es Pala,8000,0,0,2022-10-12 10:05:17
Pindang Patin,25000,0,0,2023-03-09 18:43:43
Jus Jeruk,8000,0,0,2024-08-19 15:36:34
Es Teh,5000,0,0,2023-08-31 01:12:18
Es Timun,8000,0,0,2023-12-07 15:20:02
Jus Buah,15000,0,0,2022-12-04 02:38:04
Sate Padang,25000,0,0,2023-03-09 13:48:20
Es Pisang Ijo,15000,0,0,2022-10-05 04:01:39
Gulai Kambing,35000,0,0,2023-11-24 20:16:50
Ikan Asin,10000,0,0,2023-01-26 20:00:06
Es Kolang Kaling,8000,0,0,2024-03-24 09:06:00
Es Kelapa,10000,0,0,2022-09-26 12:29:29
Es Timun,8000,0,0,2023-12-17 13:36:38
Es Blewah,8000,0,0,2022-12-02 21:16:13
LRT,15000,1,0,2023-04-05 03:31:14
LRT,15000,1,0,2024-06-03 17:05:09
Pempek,20000,0,0,2023-04-21 10:27:19
Mie Tek-Tek,15000,0,0,2024-07-21 18:42:38
Ketoprak,15000,0,0,2024-04-09 03:42:50
Nasi Kucing,10000,0,0,2022-11-16 12:14:25
Rendang,30000,0,0,2024-08-18 17:27:16
Soto Betawi,25000,0,0,2023-02-18 10:46:36
Kereta Api,20000,1,0,2023-11-14 00:49:45
Soto Ayam,18000,0,0,2024-02-17 10:52:17
Mengunjungi Pantai,30000,2,0,2024-07-10 07:42:15
Bir Pletok,12000,0,0,2023-04-05 14:11:32
Sate Madura,25000,0,0,2024-07-08 10:51:25
Es Buah,15000,0,0,2023-05-05 09:56:36
Soto Betawi,25000,0,0,2023-03-18 08:18:52
Nasi Brongkos,20000,0,0,2022-12-04 21:44:29
Soto Kudus,20000,0,0,2022-08-05 19:51:56
Bajaj,20000,1,0,2024-09-12 15:16:10
Soto Ayam,18000,0,0,2024-08-16 03:33:58
Ayam Betutu,30000,0,0,2024-04-19 15:02:41
Tumis Kangkung,15000,0,0,2022-10-16 07:01:17
Es Kolang Kaling,8000,0,0,2023-11-16 14:10:05
Kereta Api,20000,1,0,2023-08-10 00:29:31
Ikan Bakar,30000,0,0,2024-04-08 14:12:23
Soto Betawi,25000,0,0,2024-04-19 00:11:49
Tahu Gejrot,10000,0,0,2022-10-10 04:50:53
Ojek,15000,1,0,2023-04-08 16:08:04
Konsultasi,250000,3,0,2023-01-25 04:02:52
Es Kopyor,15000,0,0,2023-12-10 08:23:32
Martabak,30000,0,0,2024-01-09 21:01:45
Soto Kudus,20000,0,0,2023-07-03 02:30:12
Coto Makassar,25000,0,0,2023-03-09 05:02:33
Sate Padang,25000,0,0,2024-03-01 05:53:13
Serabi,10000,0,0,2024-06-16 05:18:30
Tempe Mendoan,15000,0,0,2022-09-17 04:58:53
Soto Mie,20000,0,0,2024-03-05 16:57:53
Ayam Betutu,30000,0,0,2022-11-18 04:22:39
Es Lidah Buaya,10000,0,0,2023-01-14 08:10:08
Mengunjungi Kebun Binatang,50000,2,0,2024-02-15 12:44:42
Tahu Sumedang,10000,0,0,2024-06-16 15:50:19
Es Doger,12000,0,0,2023-01-13 01:58:13
Nasi Campur,25000,0,0,2023-06-28 06:35:28
LRT,15000,1,0,2022-12-29 16:52:13
Es Susu,7000,0,0,2023-11-02 07:32:12
Es Susu Vanilla,8000,0,0,2024-07-28 08:47:26
Susu Kedelai,6000,0,0,2024-01-13 23:47:21
Bajaj,20000,1,0,2022-12-08 02:28:57
Sambal Matah,10000,0,0,2023-06-11 17:34:45
Empal Gentong,30000,0,0,2024-02-04 15:09:01
Taksi,50000,1,0,2023-01-01 04:53:01
Jus Mangga,15000,0,0,2022-09-24 17:46:15
Es Terong Belanda,10000,0,0,2022-11-07 15:37:28
Kwetiau Goreng,20000,0,0,2023-01-31 11:08:40
Nasi Timbel,20000,0,0,2022-10-10 07:37:29
Sate Kambing,35000,0,0,2024-04-16 23:40:51
Sambal Goreng,15000,0,0,2023-04-20 07:55:13
Bebek Goreng,30000,0,0,2023-06-08 13:38:00
Es Apel,8000,0,0,2023-09-09 22:06:09
Sate Lilit,30000,0,0,2023-07-06 21:42:39
Ojek,15000,1,0,2024-08-12 07:58:36
Kwetiau Goreng,20000,0,0,2022-10-27 11:50:57
Jus Melon,15000,0,0,2023-01-23 15:30:54
MRT,15000,1,0,2024-03-25 05:12:41
Soto Betawi,25000,0,0,2022-08-07 22:19:19
Becak,10000,1,0,2022-10-05 07:24:23
Es Pisang Ijo,15000,0,0,2024-02-04 08:01:38
Sayur Asem,15000,0,0,2023-07-04 00:18:29
Es Teler,15000,0,0,2023-09-01 01:15:50
Ayam Taliwang,30000,0,0,2024-02-04 09:23:11
Soda Gembira,10000,0,0,2024-05-03 03:00:18
Soda Gembira,10000,0,0,2023-01-07 22:39:11
Es Susu Vanilla,8000,0,0,2024-07-22 04:31:33
Sop Iga,35000,0,0,2023-02-03 17:36:05
Udang Balado,35000,0,0,2023-01-19 15:43:19
Udang Balado,35000,0,0,2022-12-14 03:57:35
Gulai Kambing,35000,0,0,2022-12-28 14:30:49
Es Krim,10000,0,0,2022-08-14 19:01:19
Nasi Gudeg,20000,0,0,2024-04-25 06:21:24
Jus Buah Naga,15000,0,0,2024-05-16 02:22:20
Siomay,20000,0,0,2022-12-31 16:04:39
Sop Kambing,30000,0,0,2023-03-21 02:45:09
Soda Jeruk,10000,0,0,2024-03-28 21:05:33
Jus Jeruk,8000,0,0,2022-09-19 14:30:55
Es Leci,10000,0,0,2022-08-10 19:54:27
Sate Maranggi,30000,0,0,2023-05-05 03:27:12
Bajaj,20000,1,0,2024-03-19 13:11:28
Es Pala,8000,0,0,2023-01-17 03:19:04
Pecel,15000,0,0,2024-07-13 06:40:47
Air Jeruk Nipis,7000,0,0,2023-06-28 20:16:16
Es Mangga Muda,10000,0,0,2022-09-17 08:15:39
Mengunjungi Taman Hiburan,150000,2,0,2024-01-05 06:35:10
Es Susu,7000,0,0,2024-04-15 04:10:04
LRT,15000,1,0,2022-08-02 00:47:00
Es Pisang Ijo,15000,0,0,2023-03-28 22:20:33
Serabi,10000,0,0,2024-08-05 04:42:46
Es Pepaya,10000,0,0,2023-01-05 00:21:07
Kerak Telor,20000,0,0,2023-04-25 03:03:41
Teh Putih,9000,0,0,2023-02-21 13:03:22
Es Pisang Ijo,15000,0,0,2022-10-15 06:39:15
Es Kopyor,15000,0,0,2023-11-08 01:16:46
Nasi Kucing,10000,0,0,2022-12-30 15:36:00
Lumpia Semarang,15000,0,0,2023-03-25 12:47:01
Teh Rosella,7000,0,0,2023-04-13 05:13:52
Soda Apel,10000,0,0,2023-04-22 18:11:10
Wedang Jahe,8000,0,0,2024-01-25 16:48:18
Ikan Pepes,25000,0,0,2023-05-24 07:06:34
Air Jahe,7000,0,0,2022-10-31 07:18:38
Martabak,30000,0,0,2022-10-26 00:50:19
Jus Belimbing,15000,0,0,2023-10-24 23:45:27
Soto Kudus,20000,0,0,2022-08-23 06:11:11
Bandrek,8000,0,0,2022-10-10 17:54:55
Bakso Malang,20000,0,0,2023-06-26 18:45:05
Bajaj,20000,1,0,2024-05-22 11:06:22
Jus Wortel,8000,0,0,2023-02-14 09:48:00
Sate Lilit,30000,0,0,2022-10-31 14:56:18
Es Cincau,7000,0,0,2023-01-19 08:46:38
Angkot,5000,1,0,2024-01-19 14:27:46
Es Krim,10000,0,0,2022-11-27 23:43:09
Bandrek,8000,0,0,2023-05-09 12:29:40
Becak,10000,1,0,2022-08-02 17:52:05
Es Selasih,10000,0,0,2024-05-06 09:41:30
Bajaj,20000,1,0,2023-03-08 20:04:16
Becak,10000,1,0,2023-03-18 15:36:27
Taksi,50000,1,0,2024-05-06 22:01:20
Kopi Gayo,15000,0,0,2022-11-20 04:14:03
Es Kacang Merah,10000,0,0,2023-07-18 09:28:45
Sambal Matah,10000,0,0,2023-03-14 16:05:59
Es Teler,15000,0,0,2022-09-24 08:25:32
Pepes Tahu,15000,0,0,2024-06-14 16:31:10
Jus Sirsak,15000,0,0,2023-08-21 23:16:06
Kwetiau Goreng,20000,0,0,2023-01-08 06:59:24
Bajaj,20000,1,0,2023-04-06 20:11:26
Soto Bandung,25000,0,0,2023-05-14 12:15:33
Bir Pletok,12000,0,0,2023-03-11 21:16:34
Menghadiri Festival Budaya,50000,2,0,2024-05-09 14:43:16
Nasi Kucing,10000,0,0,2023-06-11 11:53:06
Tumis Kangkung,15000,0,0,2023-07-01 03:29:45
Bandeng Presto,25000,0,0,2023-05-25 20:45:17
Es Susu Kedelai,6000,0,0,2022-08-14 21:24:58
Lumpia Semarang,15000,0,0,2023-05-09 01:14:32
Es Mangga Muda,10000,0,0,2024-08-23 21:40:20
Es Kacang Merah,10000,0,0,2023-03-21 10:38:53
Teh Oolong,8000,0,0,2024-07-04 20:40:53
Jus Stroberi,15000,0,0,2023-06-06 20:15:14
Jus Belimbing,15000,0,0,2023-11-07 06:29:23
Rujak Cingur,20000,0,0,2023-04-28 05:39:02
Soto Lamongan,20000,0,0,2023-04-20 01:21:05
Becak,10000,1,0,2024-03-15 05:53:01
Rawon,25000,0,0,2023-02-16 11:51:54
Teh Putih,9000,0,0,2024-03-06 02:43:58
Sambal Terasi,10000,0,0,2024-06-18 09:40:46
Ikan Pepes,25000,0,0,2022-12-17 02:44:35
Jus Wortel,8000,0,0,2023-01-04 01:14:46
Soto Ayam,18000,0,0,2023-10-16 09:27:24
Angkot,5000,1,0,2023-01-29 22:33:09
Nasi Goreng,20000,0,0,2024-06-22 14:16:58
Nasi Rawon,25000,0,0,2023-07-29 03:55:42
Bir Pletok,12000,0,0,2022-11-14 11:47:04
Nasi Goreng Kambing,25000,0,0,2024-05-20 16:59:32
Taksi,50000,1,0,2024-09-09 03:30:44
Es Kopi Susu,12000,0,0,2023-06-18 12:33:58
Jus Jeruk,8000,0,0,2024-01-20 12:53:31
Ketoprak,15000,0,0,2024-03-25 14:38:42
Pepes Tahu,15000,0,0,2023-08-15 09:20:28
Becak,10000,1,0,2023-11-10 01:44:10
Es Susu Kedelai,6000,0,0,2024-04-03 12:40:38
Es Pisang Ijo,15000,0,0,2023-09-06 17:19:57
Gulai Kambing,35000,0,0,2023-12-21 01:05:16
Sambal Terasi,10000,0,0,2023-05-21 10:46:04
Tahu Gejrot,10000,0,0,2023-06-15 19:31:06
Susu Kedelai,6000,0,0,2023-12-16 06:10:28
Becak,10000,1,0,2022-10-25 09:54:32
Bebek Betutu,35000,0,0,2023-07-12 17:26:32
Es Blewah,8000,0,0,2023-01-17 22:59:08
Jus Markisa,15000,0,0,2023-03-18 10:42:41
Jus Wortel,8000,0,0,2023-01-15 16:21:06
Becak,10000,1,0,2024-05-22 05:10:03
Sambal Goreng,15000,0,0,2024-08-24 06:53:15
Es Kopi Susu,12000,0,0,2024-03-07 02:53:51
Jus Jeruk,8000,0,0,2023-02-07 04:37:31
Soda Apel,10000,0,0,2023-05-25 20:50:33
Jus Stroberi,15000,0,0,2023-05-28 16:29:04
Teh Melati,7000,0,0,2022-10-24 15:20:18
Empal Gentong,30000,0,0,2024-03-06 05:16:18
Nasi Kuning,15000,0,0,2023-10-28 13:12:24
Sambal Goreng,15000,0,0,2023-12-09 17:13:46
Jus Semangka,15000,0,0,2023-09-03 10:10:49
Ayam Taliwang,30000,0,0,2023-02-19 16:53:33
Jus Jambu,15000,0,0,2023-02-26 05:24:13
Sate Ayam,25000,0,0,2022-08-12 14:10:25
Sayur Lodeh,15000,0,0,2023-09-14 19:09:15
Siomay,20000,0,0,2023-12-23 20:05:48
Es Teh,5000,0,0,2022-11-24 14:39:02
Nasi Goreng Kambing,25000,0,0,2024-06-27 02:54:28
Teh Manis,5000,0,0,2022-09-12 05:56:23
Beli Obat,100000,3,0,2024-04-19 18:11:14
Taksi,50000,1,0,2024-05-17 23:01:10
Es Kacang Merah,10000,0,0,2024-06-08 15:15:06
Jus Tomat,8000,0,0,2024-03-23 10:38:16
Bajigur,8000,0,0,2023-03-03 18:57:31
LRT,15000,1,0,2023-01-07 04:07:16
Soto Bandung,25000,0,0,2023-11-21 15:20:59
Bir Pletok,12000,0,0,2024-02-20 07:59:35
Sate Madura,25000,0,0,2023-10-18 03:38:00
Air Putih,3000,0,0,2024-06-08 10:33:24
Sewa Properti,5000000,11,1,2024-02-15 17:35:13
Nasi Kuning,15000,0,0,2023-05-26 19:16:44
Sate Sapi,30000,0,0,2022-10-07 11:50:34
Es Susu Vanilla,8000,0,0,2022-08-04 06:12:54
Es Susu Vanilla,8000,0,0,2024-02-21 10:08:47
Jus Markisa,15000,0,0,2023-10-05 14:05:56
Jus Tomat,8000,0,0,2024-01-19 07:17:30
Ketoprak,15000,0,0,2023-06-04 20:59:10
Bakso,20000,0,0,2022-09-17 03:58:51
MRT,15000,1,0,2024-05-15 00:13:41
Es Susu Vanilla,8000,0,0,2023-03-18 10:16:56
Nasi Kucing,10000,0,0,2023-02-25 18:46:55
Teh Putih,9000,0,0,2024-03-13 17:33:22
Es Blewah,8000,0,0,2024-04-17 10:35:37
Air Jeruk Nipis,7000,0,0,2024-01-16 04:19:27
Jus Jeruk,8000,0,0,2023-02-28 20:48:37
Nasi Lemak,20000,0,0,2023-02-15 19:39:02
Jus Belimbing,15000,0,0,2023-03-11 18:08:48
Kepiting Saus Padang,40000,0,0,2022-12-21 19:12:43
Ikan Asin,10000,0,0,2023-11-11 13:12:38
MRT,15000,1,0,2022-08-20 03:01:14
Nasi Goreng,20000,0,0,2024-05-26 15:35:44
Soto Lamongan,20000,0,0,2024-04-06 16:42:47
Tempe Mendoan,15000,0,0,2023-04-23 01:35:01
Es Apel,8000,0,0,2023-02-12 04:21:48
Sop Kambing,30000,0,0,2023-04-04 04:09:34
Teh Merah,7000,0,0,2023-12-28 01:56:52
Es Sarang Burung,12000,0,0,2023-03-17 12:01:16
Udang Balado,35000,0,0,2022-11-13 12:56:26
Mengikuti Kegiatan Komunitas,20000,2,0,2024-07-15 02:33:46
Ketoprak,15000,0,0,2022-09-30 03:31:00
LRT,15000,1,0,2022-12-07 21:07:58
Gudeg,20000,0,0,2024-02-08 17:47:06
Becak,10000,1,0,2023-05-27 11:12:32
Rendang,30000,0,0,2023-06-13 05:42:21
Gulai Kambing,35000,0,0,2024-07-14 12:03:09
Soda Jeruk,10000,0,0,2023-02-21 06:54:05
Sop Iga,35000,0,0,2023-09-29 07:40:52
Nasi Rawon,25000,0,0,2023-06-14 08:28:54
Ikan Bakar,30000,0,0,2022-08-02 11:15:29
Soto Lamongan,20000,0,0,2022-11-15 23:00:48
Bebek Goreng,30000,0,0,2023-01-14 18:19:52
Kereta Api,20000,1,0,2023-01-02 02:32:52
Kopi,10000,0,0,2023-01-21 23:46:54
Teh Rosella,7000,0,0,2023-08-03 18:35:08
Jus Markisa,15000,0,0,2024-04-28 05:17:12
Teh Rosella,7000,0,0,2024-02-07 03:36:43
Susu Sapi,8000,0,0,2022-10-06 16:02:56
Susu Jahe,8000,0,0,2022-12-19 12:11:45
Ayam Betutu,30000,0,0,2022-12-29 11:59:10
Teh Jahe,7000,0,0,2023-11-27 23:17:29
Bebek Betutu,35000,0,0,2023-08-12 03:18:04
Es Susu,7000,0,0,2023-06-05 10:41:18
Ikan Bakar,30000,0,0,2022-12-02 18:03:30
Bus,5000,1,0,2023-01-23 05:38:13
Es Susu,7000,0,0,2022-09-16 18:48:15
Nasi Pecel,15000,0,0,2023-09-23 08:37:51
Es Pala,8000,0,0,2023-12-05 22:58:43
Es Cincau,7000,0,0,2023-01-16 08:51:02
Tempe Mendoan,15000,0,0,2024-02-06 22:03:37
LRT,15000,1,0,2022-09-25 02:37:00
Lumpia Semarang,15000,0,0,2023-05-30 03:40:17
Soda Susu,10000,0,0,2024-07-16 10:48:17
Jus Markisa,15000,0,0,2024-06-03 05:32:53
Soto Ayam,18000,0,0,2024-01-15 09:05:09
Kopi,10000,0,0,2024-06-01 20:57:32
Bajaj,20000,1,0,2023-05-12 11:23:00
Beli Obat,100000,3,0,2024-06-23 13:08:28
Bajaj,20000,1,0,2023-02-01 01:32:15
Jus Markisa,15000,0,0,2022-11-24 22:46:52
Sop Buntut,40000,0,0,2024-06-11 17:24:00
Es Sarang Burung,12000,0,0,2023-10-11 06:06:48
Es Teler,15000,0,0,2024-05-17 20:29:07
Gaji,10000000,10,1,2023-07-13 00:01:44
Taksi,50000,1,0,2024-01-22 07:16:51
Sewa Properti,5000000,11,1,2024-04-17 11:25:51
Bajaj,20000,1,0,2023-11-06 07:01:39
Martabak,30000,0,0,2023-04-12 03:04:42
Ojek,15000,1,0,2023-01-12 13:20:57
Coto Makassar,25000,0,0,2023-02-04 19:51:05
Jus Mangga,15000,0,0,2023-08-21 06:27:25
Sambal Goreng,15000,0,0,2024-03-20 20:48:23
Ikan Pepes,25000,0,0,2023-06-29 03:13:45
Es Timun Suri,8000,0,0,2024-01-18 02:56:09
Taksi,50000,1,0,2024-03-29 02:41:49
Becak,10000,1,0,2023-12-11 08:35:11
Air Jahe,7000,0,0,2024-02-04 05:32:43
Kopi Susu,12000,0,0,2024-06-26 01:20:37
Susu Jahe,8000,0,0,2023-02-18 20:46:37
Mie Tek-Tek,15000,0,0,2024-04-12 07:05:19
Kopi Tubruk,10000,0,0,2024-02-10 22:25:33
Jus Sirsak,15000,0,0,2022-10-03 00:59:38
Mengikuti Kelas atau Workshop,100000,2,0,2024-04-22 18:03:36
Bakmi Jawa,20000,0,0,2023-09-12 06:57:54
Kereta Api,20000,1,0,2022-08-22 08:37:34
Soda Apel,10000,0,0,2023-01-20 22:54:16
Nasi Timbel,20000,0,0,2023-04-21 22:55:00
Becak,10000,1,0,2023-04-23 13:48:29
Teh Sereh,7000,0,0,2022-10-25 12:02:45
Ayam Bakar,25000,0,0,2023-10-10 15:03:40
Nasi Gudeg,20000,0,0,2023-10-19 10:58:35
Bubur Ayam,15000,0,0,2022-08-24 21:32:16
Teh Hitam,7000,0,0,2022-09-09 07:45:42
Bandeng Presto,25000,0,0,2022-12-06 00:33:11
Becak,10000,1,0,2024-04-18 20:47:25
Bajaj,20000,1,0,2023-11-23 02:24:36
Es Cendol,7000,0,0,2024-06-28 03:58:59
Soto Bandung,25000,0,0,2022-10-08 06:15:20
Jus Mangga,15000,0,0,2024-05-24 05:45:32
Bandeng Presto,25000,0,0,2024-03-18 18:26:48
Kopi Toraja,15000,0,0,2024-03-16 21:01:55
Pempek,20000,0,0,2024-01-08 08:46:00
Es Leci,10000,0,0,2023-12-07 06:58:51
Es Mangga,8000,0,0,2024-03-05 21:59:11
Lontong Sayur,15000,0,0,2023-04-06 15:16:59
Sate Kambing,35000,0,0,2023-09-09 10:38:12
Jus Jeruk,8000,0,0,2023-07-30 19:47:28
Nasi Gudeg,20000,0,0,2023-09-17 23:24:36
Nasi Bebek,25000,0,0,2022-10-31 23:13:56
Bajaj,20000,1,0,2022-12-31 13:19:32
Taksi,50000,1,0,2024-02-28 11:53:52
Nasi Kebuli,30000,0,0,2024-04-05 21:21:39
MRT,15000,1,0,2023-08-30 17:52:42
Opor Ayam,20000,0,0,2024-03-10 09:29:54
Nasi Goreng,20000,0,0,2022-09-04 05:26:45
Es Timun,8000,0,0,2023-06-03 05:42:29
Pepes Tahu,15000,0,0,2024-01-18 21:51:49
Kopi Susu,12000,0,0,2024-08-11 11:28:48
Susu Sapi,8000,0,0,2024-05-01 22:43:56
Ayam Penyet,20000,0,0,2023-07-17 19:19:13
Es Timun Suri,8000,0,0,2023-06-22 08:50:19
Es Mangga Muda,10000,0,0,2024-01-14 00:31:46
Jus Stroberi,15000,0,0,2024-01-01 10:49:07
Ayam Bakar,25000,0,0,2024-01-11 10:21:33
Nasi Rawon,25000,0,0,2023-01-15 22:07:53
Ayam Betutu,30000,0,0,2024-05-24 04:34:07
Jus Melon,15000,0,0,2022-10-12 01:32:14
Sop Kaki Kambing,35000,0,0,2024-05-20 23:45:50
Tongseng,30000,0,0,2022-09-30 16:12:53
Wedang Jahe,8000,0,0,2023-07-03 17:52:05
Nasi Timbel,20000,0,0,2023-06-18 09:12:31
Pecel,15000,0,0,2023-01-21 12:26:22
MRT,15000,1,0,2024-01-25 05:05:34
Teh Hitam,7000,0,0,2024-08-11 19:42:59
Teh Merah,7000,0,0,2023-12-06 04:13:42
Es Kopi Susu,12000,0,0,2023-03-15 22:33:20
Ojek,15000,1,0,2023-06-16 17:14:19
Nasi Campur,25000,0,0,2022-09-08 22:23:39
Es Doger,12000,0,0,2024-01-06 20:05:26
Air Kelapa,10000,0,0,2023-04-29 01:42:56
Teh Merah,7000,0,0,2023-11-29 01:10:26
Teh Hijau,5000,0,0,2024-05-29 01:04:52
Es Apel,8000,0,0,2023-05-06 00:26:39
Beli Obat,100000,3,0,2024-03-22 03:09:40
Es Krim,10000,0,0,2023-12-17 05:17:28
Bakso,20000,0,0,2023-12-24 20:57:04
Jus Mangga,15000,0,0,2024-09-05 14:35:28
Nasi Kuning,15000,0,0,2023-07-19 04:12:58
Rendang,30000,0,0,2022-10-10 17:11:38
Soda Apel,10000,0,0,2023-10-08 13:37:35
Es Teler,15000,0,0,2023-07-21 12:41:37
Jus Semangka,15000,0,0,2024-03-18 06:05:42
Es Apel,8000,0,0,2023-07-11 00:59:32
Teh Hitam,7000,0,0,2023-01-21 13:14:47
Tumis Kangkung,15000,0,0,2022-10-08 00:59:05
Kolak,15000,0,0,2023-02-19 08:07:49
Es Kolang Kaling,8000,0,0,2023-02-14 09:40:38
Nasi Pecel,15000,0,0,2024-02-22 12:23:31
Sate Madura,25000,0,0,2023-10-17 15:15:51
Es Mangga,8000,0,0,2022-09-13 12:27:25
Bandrek,8000,0,0,2023-07-28 09:31:17
Teh Tarik,8000,0,0,2023-02-23 01:33:41
Mie Tek-Tek,15000,0,0,2023-01-08 12:05:27
Es Mangga,8000,0,0,2022-09-26 11:11:28
Gulai Ikan,25000,0,0,2023-12-20 11:18:16
Es Cincau,7000,0,0,2024-08-22 02:21:20
Rendang,30000,0,0,2024-02-21 10:45:41
Es Susu Coklat,8000,0,0,2023-03-16 07:17:48
Kerak Telor,20000,0,0,2024-09-03 19:22:02
Jus Mangga,15000,0,0,2023-05-03 16:14:39
Sate Kambing,35000,0,0,2023-03-01 17:21:58
Kopi Susu,12000,0,0,2024-05-29 10:52:23
Taksi,50000,1,0,2024-01-25 02:16:05
Mengunjungi Pantai,30000,2,0,2023-05-11 09:27:40
Udang Balado,35000,0,0,2023-12-12 11:18:10
Es Kopyor,15000,0,0,2023-08-01 16:49:27
Air Kelapa,10000,0,0,2024-06-21 18:23:32
Gulai Kambing,35000,0,0,2022-08-06 12:47:54
Sop Kaki Kambing,35000,0,0,2023-12-27 16:23:42
Sate Kambing,35000,0,0,2022-12-21 14:31:43
Jus Tomat,8000,0,0,2022-12-04 17:57:43
Jus Mangga,15000,0,0,2024-06-04 16:53:53
Kwetiau Goreng,20000,0,0,2023-01-11 10:27:51
Es Mangga Muda,10000,0,0,2023-02-21 00:46:50
Es Timun Suri,8000,0,0,2023-12-25 21:30:14
Sambal Terasi,10000,0,0,2022-10-26 15:13:53
Mie Aceh,20000,0,0,2022-08-22 23:28:10
Es Susu Kedelai,6000,0,0,2023-12-05 05:04:11
Mie Goreng,18000,0,0,2024-05-30 08:40:06
Bakso,20000,0,0,2023-11-15 12:52:05
LRT,15000,1,0,2022-09-30 06:13:57
Nasi Kebuli,30000,0,0,2023-07-18 12:42:16
Jus Alpukat,15000,0,0,2022-09-28 16:38:47
Sayur Asem,15000,0,0,2023-03-10 12:55:18
Tumis Kangkung,15000,0,0,2023-03-19 01:31:32
Es Pisang Ijo,15000,0,0,2024-08-29 02:28:17
Jus Nanas,15000,0,0,2024-05-07 16:59:32
Es Lidah Buaya,10000,0,0,2023-11-24 14:24:38
Jus Buah Naga,15000,0,0,2023-12-02 05:44:51
Ayam Bakar,25000,0,0,2023-08-18 04:21:07
Kopi Luwak,50000,0,0,2022-08-22 15:22:24
Teh Manis,5000,0,0,2023-12-01 15:53:39
Bajaj,20000,1,0,2022-12-16 21:11:59
Es Jeruk Bali,10000,0,0,2023-11-20 01:16:17
LRT,15000,1,0,2024-02-24 07:56:46
Es Apel,8000,0,0,2023-01-18 14:40:16
Soto Lamongan,20000,0,0,2023-05-16 15:35:56
Jus Pepaya,15000,0,0,2023-04-08 03:33:52
Becak,10000,1,0,2023-07-07 01:40:51
Susu,7000,0,0,2023-02-17 15:42:22
Bajaj,20000,1,0,2024-04-13 19:22:08
Jus Anggur,15000,0,0,2024-08-27 04:31:25
Es Pisang Ijo,15000,0,0,2023-12-31 16:30:00
Kopi Luwak,50000,0,0,2024-07-02 08:08:04
Mengunjungi Pantai,30000,2,0,2024-02-04 10:03:26
Jus Anggur,15000,0,0,2024-03-02 16:19:33
Jus Jeruk,8000,0,0,2023-01-20 06:08:40
Serabi,10000,0,0,2022-11-09 02:47:19
Es Timun Suri,8000,0,0,2024-07-11 05:40:51
Bubur Ayam,15000,0,0,2024-05-23 10:53:30
Empal Gentong,30000,0,0,2024-08-15 03:24:35
Bajaj,20000,1,0,2024-04-23 00:42:29
Kerak Telor,20000,0,0,2023-02-18 14:33:49
Becak,10000,1,0,2023-08-19 03:50:32
Bir Pletok,12000,0,0,2024-08-29 01:56:16
Es Pepaya,10000,0,0,2023-07-21 03:32:33
Sayur Asem,15000,0,0,2024-01-08 03:09:46
Udang Balado,35000,0,0,2023-07-12 10:51:24
Sate Ayam,25000,0,0,2023-04-15 10:49:17
Beli Obat,100000,3,0,2023-03-03 03:09:46
Soto Mie,20000,0,0,2024-04-29 17:40:46
Jus Stroberi,15000,0,0,2024-05-11 18:50:49
